B.self.shard0of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal self --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.self --shard_idx 0 --num_shards 8
B.self.shard1of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal self --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.self --shard_idx 1 --num_shards 8
B.self.shard2of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal self --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.self --shard_idx 2 --num_shards 8
B.self.shard3of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal self --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.self --shard_idx 3 --num_shards 8
B.self.shard4of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal self --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.self --shard_idx 4 --num_shards 8
B.self.shard5of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal self --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.self --shard_idx 5 --num_shards 8
B.self.shard6of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal self --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.self --shard_idx 6 --num_shards 8
B.self.shard7of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal self --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.self --shard_idx 7 --num_shards 8
B.onehot.shard0of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal onehot --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.onehot --shard_idx 0 --num_shards 8
B.onehot.shard1of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal onehot --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.onehot --shard_idx 1 --num_shards 8
B.onehot.shard2of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal onehot --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.onehot --shard_idx 2 --num_shards 8
B.onehot.shard3of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal onehot --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.onehot --shard_idx 3 --num_shards 8
B.onehot.shard4of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal onehot --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.onehot --shard_idx 4 --num_shards 8
B.onehot.shard5of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal onehot --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.onehot --shard_idx 5 --num_shards 8
B.onehot.shard6of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal onehot --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.onehot --shard_idx 6 --num_shards 8
B.onehot.shard7of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal onehot --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.onehot --shard_idx 7 --num_shards 8
B.roberta.shard0of8	16	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal roberta --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.roberta --shard_idx 0 --num_shards 8
B.roberta.shard1of8	16	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal roberta --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.roberta --shard_idx 1 --num_shards 8
B.roberta.shard2of8	16	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal roberta --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.roberta --shard_idx 2 --num_shards 8
B.roberta.shard3of8	16	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal roberta --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.roberta --shard_idx 3 --num_shards 8
B.roberta.shard4of8	16	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal roberta --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.roberta --shard_idx 4 --num_shards 8
B.roberta.shard5of8	16	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal roberta --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.roberta --shard_idx 5 --num_shards 8
B.roberta.shard6of8	16	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal roberta --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.roberta --shard_idx 6 --num_shards 8
B.roberta.shard7of8	16	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal roberta --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.roberta --shard_idx 7 --num_shards 8
B.sedd.shard0of8	18	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal sedd --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.sedd --shard_idx 0 --num_shards 8
B.sedd.shard1of8	18	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal sedd --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.sedd --shard_idx 1 --num_shards 8
B.sedd.shard2of8	18	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal sedd --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.sedd --shard_idx 2 --num_shards 8
B.sedd.shard3of8	18	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal sedd --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.sedd --shard_idx 3 --num_shards 8
B.sedd.shard4of8	18	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal sedd --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.sedd --shard_idx 4 --num_shards 8
B.sedd.shard5of8	18	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal sedd --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.sedd --shard_idx 5 --num_shards 8
B.sedd.shard6of8	18	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal sedd --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.sedd --shard_idx 6 --num_shards 8
B.sedd.shard7of8	18	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal sedd --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.sedd --shard_idx 7 --num_shards 8
B.embgrad.shard0of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal embgrad --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.embgrad --shard_idx 0 --num_shards 8
B.embgrad.shard1of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal embgrad --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.embgrad --shard_idx 1 --num_shards 8
B.embgrad.shard2of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal embgrad --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.embgrad --shard_idx 2 --num_shards 8
B.embgrad.shard3of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal embgrad --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.embgrad --shard_idx 3 --num_shards 8
B.embgrad.shard4of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal embgrad --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.embgrad --shard_idx 4 --num_shards 8
B.embgrad.shard5of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal embgrad --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.embgrad --shard_idx 5 --num_shards 8
B.embgrad.shard6of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal embgrad --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.embgrad --shard_idx 6 --num_shards 8
B.embgrad.shard7of8	14	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal embgrad --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.embgrad --shard_idx 7 --num_shards 8
B.uniform.shard0of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal uniform --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.uniform --shard_idx 0 --num_shards 8
B.uniform.shard1of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal uniform --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.uniform --shard_idx 1 --num_shards 8
B.uniform.shard2of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal uniform --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.uniform --shard_idx 2 --num_shards 8
B.uniform.shard3of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal uniform --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.uniform --shard_idx 3 --num_shards 8
B.uniform.shard4of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal uniform --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.uniform --shard_idx 4 --num_shards 8
B.uniform.shard5of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal uniform --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.uniform --shard_idx 5 --num_shards 8
B.uniform.shard6of8	12	gfn-lm-tuning/gfn/bin/python diagnostics/run_ctg.py --model_path /mount/arbeitsdaten/studenten1/singhsk/thesis/thesis/gfn-lm-tuning/infill_subj_arithmetic/gpt2_large_sft_output --head /mount/arbeitsdaten/studenten1/singhsk/models/sentiment_constrained_ft_gpt2_large/sentiment_head.pt --proposal uniform --constraint_mech mix_shortlist --target_label 1 --steps 600 --span_len 20 --samples_per_prompt 4 --topk 64 --temperature 1.0 --out_dir results/ctg/phase2 --coverage_every 25 --run_name B.uniform --shard_idx 6 --num_shards 8
