seq_id,strategy,gen_len,scored_len,emitted_eos,hit_cap,total_logp,mean_logp,rep4,distinct2,text
0,greedy,40,40,0,1,-72.71802520751953,-1.8179506301879882,0.05405405405405406,0.8461538461538461,1-8b0a-0a7a1a0a0a0a The 2019-2020 school year is off to a great start! We are excited to
0,beam5,40,40,0,1,-62.51179504394531,-1.5627948760986328,0.0,0.9230769230769231,9-8b1b-0b4b1a6d1a1d Regulatory Focus™ > News Articles > 2018 > 1 > FDA's Gottlieb
0,beam20,40,40,0,1,-59.127479553222656,-1.4781869888305663,0.10810810810810811,0.8205128205128205,9-8d0a-4a6d4d4d4d4d Regulatory Focus™ > News Articles > 2018 > 1 > FDA's Gottlieb
0,ancestral,40,40,0,1,-111.219482421875,-2.780487060546875,0.0,1.0,"1-be1e-7b08ac1deb4f Interim Moratorium on Issuance of Additional Marijuana Licenses Goes into Effect Property Tax / March 5, 201"
0,topp90,40,40,0,1,-86.15077209472656,-2.153769302368164,0.0,1.0,d-aa3e-3f4bfbbdfb56 Regulatory Focus™ > News Articles > FDA Says it Will Publish Guidance to Better Define 'Breakthrough' Drugs FDA Says
0,temp07,40,40,0,1,-86.27165985107422,-2.1567914962768553,0.05405405405405406,0.8717948717948718,6-a9e0-fd5e7a4b0e1d Sailing and boating in Funchal Boat trips in Funchal Funchal's
1,greedy,40,40,0,1,-68.74894714355469,-1.718723678588867,0.13513513513513514,0.717948717948718,4a0a-8b0a-0a7a0a7a0a7a The 2019-2020 school year is underway and we are excited to welcome
1,beam5,40,40,0,1,-42.50349426269531,-1.062587356567383,0.0,1.0,11e6-9f7b-0a0f3d7f2a79imagehires.jpg The Hong Kong International Film Festival (HKIFF) is one of the most
1,beam20,40,40,0,1,-42.772098541259766,-1.069302463531494,0.0,1.0,11e6-9f7b-0a0f3d7f2a03imagehires.jpg The Hong Kong International Film Festival (HKIFF) is back for its 
1,ancestral,40,40,0,1,-165.943115234375,-4.148577880859375,0.0,1.0,4d70-ae02-5449702f3118 CONSOL Energy Announces December Cash Distribution Casinos are increasingly looking to cash in on the China slow down By Gilbert Tan v
1,topp90,40,40,0,1,-82.39750671386719,-2.05993766784668,0.0,1.0,11e8-bdf4-8e9b56e19d1fimagehires.jpg Casting directors of movies and TV shows are always on the look-out for talent in Hong
1,temp07,40,40,0,1,-85.97061157226562,-2.1492652893066406,0.0,1.0,11e7-9fda-8f9c9dc4efc1imagehires.jpg The 1976 movie was based on a true story. Here’s the real story
2,greedy,40,40,0,1,-76.26022338867188,-1.9065055847167969,0.05405405405405406,0.8205128205128205,"9-8a5a-0a0d1a0a0a0a The 2019-2020 flu season is here, and it’s a bad one. The"
2,beam5,40,40,0,1,-72.07057189941406,-1.8017642974853516,0.0,0.9743589743589743,1-8c5a-0a1b2c3d7c7c The 2019-2020 school year is off to a great start! We are excited to
2,beam20,40,40,0,1,-38.69607162475586,-0.9674017906188965,0.7567567567567568,0.23076923076923078,e-8b1b-0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0
2,ancestral,40,40,0,1,-113.36172485351562,-2.8340431213378907,0.0,0.9743589743589743,6-8bf8-2d0c1979ec87 Tweddle: ‘I am overjoyed. I just can’t believe it.’ Liam Tweddle did
2,topp90,40,40,0,1,-80.6263656616211,-2.015659141540527,0.0,1.0,9-aa46-3cc6f7e0aee8 Regulatory Focus™ > News Articles > 14 April 2014 > US FDA Grants First Breakthrough Therapy Designation
2,temp07,40,40,0,1,-66.72163391113281,-1.6680408477783204,0.0,1.0,"c-a216-7b9f2c39d2ac The University of Technology Sydney (UTS) is a public university in Sydney, Australia. The university was founded in its current"
3,greedy,40,40,0,1,-76.94392395019531,-1.9235980987548829,0.08108108108108109,0.7692307692307693,b0a-8b0a-0a7a6a0a0a0a The 2019-2020 flu season is here. The flu is a contagious respiratory
3,beam5,40,40,0,1,-59.76573181152344,-1.494143295288086,0.10810810810810811,0.7948717948717948,b4e-8b0a-8d6d4d4d4d4d Regulatory Focus™ > News Articles > 2018 > 1 > FDA's Gott
